year,marital,age,race,income
2006,Married,34,White,25000
2006,Married,51,White,25000
2006,Divorced,46,White,17500
2006,Widowed,40,White,22500
2006,Married,32,White,25000
2006,Married,61,White,25000
2006,Never married,22,White,2000
2006,Never married,24,White,12500
2006,Married,37,White,25000
2006,Married,49,White,2000
2006,Divorced,40,White,17500
2006,Divorced,40,White,25000
2006,Divorced,48,White,12500
2006,Married,53,White,25000
2006,Married,45,White,25000
2006,Divorced,45,White,25000
2006,Divorced,52,White,17500
2006,Married,45,White,25000
2006,Married,61,White,25000
2006,Widowed,60,White,22500
2006,Never married,19,White,2000
2006,Married,55,White,25000
2006,Divorced,35,White,6500
2006,Married,25,White,25000
2006,Divorced,32,White,25000
2006,Never married,27,White,25000
2006,Married,28,White,3500
2006,Married,51,White,25000
2006,Married,38,White,12500
2006,Divorced,48,White,25000
2006,Never married,43,White,25000
2006,Married,57,White,17500
2006,Married,24,White,22500
2006,Never married,22,White,25000
2006,Widowed,61,White,17500
2006,Divorced,55,White,25000
2006,Never married,34,White,25000
2006,Married,60,White,22500
2006,Divorced,61,White,17500
2006,Married,51,White,25000
2006,Married,42,White,25000
2006,Married,44,White,25000
2006,Married,53,White,22500
2006,Married,45,White,25000
2006,Married,52,White,12500
2006,Married,57,White,25000
2006,Divorced,47,White,25000
2006,Divorced,56,White,25000
2006,Widowed,62,White,9000
2006,Married,38,White,25000
2006,Divorced,28,White,5500
2006,Married,26,White,22500
2006,Married,39,White,6500
2006,Separated,58,White,12500
2006,Married,63,White,17500
2006,Divorced,62,White,3500
2006,Married,51,White,25000
2006,Divorced,30,White,25000
2006,Never married,28,White,6500
2006,Divorced,51,White,25000
2006,Married,53,White,25000
2006,Never married,56,White,25000
2006,Divorced,74,White,25000
2006,Never married,48,Black,1000
2006,Married,37,White,25000
2006,Married,56,White,25000
2006,Married,57,White,25000
2006,Divorced,37,White,2000
2006,Married,38,White,25000
2006,Married,57,White,25000
2006,Married,27,White,25000
2006,Married,43,White,25000
2006,Married,47,White,25000
2006,Married,52,White,25000
2006,Divorced,58,White,25000
2006,Married,37,Black,25000
2006,Married,43,White,25000
2006,Married,57,White,4500
2006,Never married,21,White,12500
2006,Married,56,White,25000
2006,Married,46,White,12500
2006,Married,27,White,17500
2006,Married,37,White,25000
2006,Divorced,66,Black,12500
2006,Married,37,White,25000
2006,Married,33,White,25000
2006,Married,46,Black,25000
2006,Widowed,58,Black,4500
2006,Divorced,51,Black,25000
2006,Widowed,36,White,17500
2006,Divorced,44,Black,12500
2006,Never married,25,White,22500
2006,Never married,26,White,22500
2006,Married,53,White,22500
2006,Never married,36,White,7500
2006,Married,41,Black,25000
2006,Married,27,White,25000
2006,Married,54,Black,22500
2006,Never married,28,Black,25000
2006,Divorced,65,White,25000
2006,Married,65,Black,12500
2006,Widowed,59,Black,25000
2006,Married,43,Black,12500
2006,Married,55,Black,25000
2006,Married,23,Black,12500
2006,Separated,52,Black,1000
2006,Divorced,33,Black,12500
2006,Never married,33,Black,12500
2006,Divorced,46,Black,5500
2006,Divorced,34,White,22500
2006,Married,38,Black,25000
2006,Never married,39,Black,9000
2006,Married,34,Black,25000
2006,Widowed,62,Black,2000
2006,Married,48,White,22500
2006,Divorced,58,White,25000
2006,Married,61,White,25000
2006,Married,48,White,25000
2006,Never married,21,White,9000
2006,Divorced,40,White,17500
2006,Married,54,White,25000
2006,Married,53,White,9000
2006,Married,45,White,25000
2006,Married,38,White,25000
2006,Married,26,White,17500
2006,Never married,18,Black,1000
2006,Married,49,Black,25000
2006,Never married,43,Black,22500
2006,Married,32,Black,25000
2006,Separated,57,Black,22500
2006,Divorced,67,White,25000
2006,Never married,22,Black,1000
2006,Married,30,White,25000
2006,Married,25,White,22500
2006,Married,60,White,25000
2006,Married,62,White,22500
2006,Married,45,White,25000
2006,Widowed,60,White,12500
2006,Widowed,57,Black,12500
2006,Never married,28,Black,25000
2006,Never married,26,Black,4500
2006,Married,47,Black,25000
2006,Married,45,Black,22500
2006,Never married,30,Black,17500
2006,Married,43,White,25000
2006,Married,47,White,22500
2006,Never married,26,Black,12500
2006,Divorced,38,Black,22500
2006,Married,48,Black,25000
2006,Never married,26,Black,22500
2006,Married,24,White,22500
2006,Never married,26,Black,4500
2006,Married,43,Black,7500
2006,Never married,26,Black,4500
2006,Never married,25,Black,1000
2006,Never married,41,Black,5500
2006,Married,41,Black,25000
2006,Divorced,42,Black,25000
2006,Never married,22,White,4500
2006,Never married,34,Black,25000
2006,Never married,49,Black,17500
2006,Never married,25,White,12500
2006,Married,39,Other,25000
2006,Divorced,43,Black,17500
2006,Married,65,White,25000
2006,Divorced,,Black,25000
2006,Married,63,Black,25000
2006,Married,52,White,25000
2006,Never married,27,Black,1000
2006,Divorced,35,White,12500
2006,Separated,36,Black,3500
2006,Married,42,White,17500
2006,Never married,19,White,2000
2006,Separated,45,White,25000
2006,Married,32,Other,5500
2006,Married,,White,22500
2006,Never married,47,Other,12500
2006,Married,37,Black,25000
2006,Married,39,White,17500
2006,Never married,22,Other,5500
2006,Married,43,Other,17500
2006,Never married,38,White,17500
2006,Separated,41,Other,12500
2006,Never married,26,Black,25000
2006,Married,47,Black,17500
2006,Married,28,Other,4500
2006,Married,59,White,25000
2006,Separated,43,White,25000
2006,Married,52,White,25000
2006,Never married,27,White,3500
2006,Married,47,White,4500
2006,Married,40,White,9000
2006,Married,36,White,25000
2006,Married,37,White,22500
2006,Married,41,White,12500
2006,Divorced,61,White,22500
2006,Married,36,White,25000
2006,Divorced,40,White,12500
2006,Never married,22,Black,9000
2006,Divorced,49,Black,25000
2006,Never married,28,Other,22500
2006,Married,48,White,12500
2006,Divorced,58,Black,12500
2006,Married,63,White,6500
2006,Married,54,Black,17500
2006,Married,47,Black,17500
2006,Married,31,Black,2000
2006,Married,66,Black,1000
2006,Separated,33,Black,25000
2006,Divorced,45,Black,12500
2006,Married,38,Black,17500
2006,Widowed,54,White,17500
2006,Never married,26,Other,6500
2006,Divorced,42,White,25000
2006,Married,52,White,22500
2006,Never married,22,White,7500
2006,Married,37,White,25000
2006,Married,52,White,17500
2006,Never married,23,White,17500
2006,Married,56,White,25000
2006,Married,29,White,25000
2006,Married,43,White,25000
2006,Divorced,42,White,25000
2006,Divorced,65,White,9000
2006,Never married,20,Other,9000
2006,Never married,50,White,25000
2006,Married,51,White,25000
2006,Married,52,White,22500
2006,Divorced,54,White,25000
2006,Never married,23,White,1000
2006,Divorced,40,White,25000
2006,Married,43,White,25000
2006,Divorced,29,White,25000
2006,Divorced,37,White,22500
2006,Divorced,32,Other,25000
2006,Never married,20,White,17500
2006,Divorced,40,White,25000
2006,Married,50,White,25000
2006,Married,35,White,5500
2006,Widowed,59,White,22500
2006,Never married,21,White,7500
2006,Divorced,67,White,25000
2006,Married,69,White,25000
2006,Divorced,46,White,25000
2006,Separated,35,White,2000
2006,Never married,19,White,12500
2006,Divorced,41,White,22500
2006,Divorced,47,White,25000
2006,Married,36,Black,2000
2006,Married,68,White,1000
2006,Married,43,White,25000
2006,Married,25,White,25000
2006,Divorced,34,White,12500
2006,Divorced,30,White,25000
2006,Married,54,White,25000
2006,Divorced,45,White,25000
2006,Married,53,White,25000
2006,Married,59,White,25000
2006,Married,22,White,1000
2006,Married,54,White,25000
2006,Married,32,White,22500
2006,Married,59,White,25000
2006,Married,59,White,12500
2006,Married,48,White,25000
2006,Married,63,White,25000
2006,Married,64,White,22500
2006,Divorced,38,White,17500
2006,Married,53,White,12500
2006,Married,47,White,12500
2006,Divorced,22,White,12500
2006,Divorced,51,White,25000
2006,Divorced,51,White,25000
2006,Never married,49,Black,25000
2006,Married,55,White,7500
2006,Married,59,White,25000
2006,Married,39,White,6500
2006,Never married,46,White,17500
2006,Never married,31,White,25000
2006,Married,43,Other,4500
2006,Widowed,49,Other,17500
2006,Separated,51,Other,5500
2006,Married,23,White,5500
2006,Divorced,46,White,25000
2006,Divorced,45,Other,25000
2006,Divorced,44,Other,9000
2006,Separated,62,Other,25000
2006,Divorced,63,Black,25000
2006,Married,76,White,5500
2006,Married,59,White,25000
2006,Married,39,Other,25000
2006,Married,46,White,25000
2006,Married,39,Black,25000
2006,Married,55,Other,25000
2006,Married,46,White,25000
2006,Separated,46,White,25000
2006,Widowed,68,White,17500
2006,Widowed,36,White,5500
2006,Married,36,White,22500
2006,Married,56,White,25000
2006,Married,31,White,25000
2006,Never married,23,White,22500
2006,Widowed,69,Other,4500
2006,Married,47,White,25000
2006,Married,60,Other,25000
2006,Never married,24,White,25000
2006,Never married,54,White,12500
2006,Divorced,48,White,22500
2006,Married,55,White,25000
2006,Divorced,41,White,22500
2006,Separated,67,White,1000
2006,Never married,40,White,22500
2006,Married,58,White,25000
2006,Married,40,White,25000
2006,Separated,41,White,25000
2006,Married,50,White,25000
2006,Married,45,White,25000
2006,Married,47,White,25000
2006,Never married,28,White,12500
2006,Married,49,White,25000
2006,Married,54,White,25000
2006,Never married,26,White,12500
2006,Never married,47,Other,6500
2006,Married,45,Other,22500
2006,Never married,18,Other,1000
2006,Divorced,42,Other,25000
2006,Divorced,45,White,9000
2006,Never married,60,White,25000
2006,Married,44,Other,2000
2006,Separated,30,Other,12500
2006,Widowed,63,White,25000
2006,Never married,21,White,5500
2006,Never married,22,White,9000
2006,Married,27,Other,5500
2006,Married,32,Other,17500
2006,Married,53,Other,25000
2006,Married,39,Other,17500
2006,Never married,29,Black,12500
2006,Married,68,White,22500
2006,Divorced,70,Other,9000
2006,Never married,35,Other,12500
2006,Never married,30,Other,12500
2006,Married,58,White,12500
2006,Married,43,Black,25000
2006,Married,47,White,9000
2006,Married,54,Other,25000
2006,Married,59,White,25000
2006,Married,38,White,25000
2006,Married,52,Other,25000
2006,Divorced,53,Other,1000
2006,Married,58,White,6500
2006,Never married,27,Other,1000
2006,Married,55,White,25000
2006,Married,54,White,2000
2006,Divorced,64,White,9000
2006,Married,21,White,25000
2006,Divorced,35,White,25000
2006,Divorced,50,White,12500
2006,Married,25,Other,9000
2006,Divorced,65,White,12500
2006,Married,54,White,25000
2006,Never married,31,White,17500
2006,Widowed,66,White,22500
2006,Married,43,White,25000
2006,Married,52,White,25000
2006,Married,31,White,22500
2006,Divorced,46,White,25000
2006,Married,25,White,2000
2006,Married,45,White,25000
2006,Married,59,White,12500
2006,Married,36,White,17500
2006,Married,54,White,25000
2006,Married,59,White,25000
2006,Divorced,35,White,17500
2006,Married,50,White,25000
2006,Married,37,White,25000
2006,Divorced,36,White,25000
2006,Never married,47,White,25000
2006,Married,50,White,17500
2006,Never married,22,White,17500
2006,Divorced,53,White,25000
2006,Never married,34,White,25000
2006,Married,45,Other,17500
2006,Married,54,White,9000
2006,Divorced,31,White,25000
2006,Divorced,49,White,25000
2006,Divorced,37,White,2000
2006,Never married,57,White,1000
2006,Married,36,White,25000
2006,Never married,55,White,12500
2006,Married,55,White,25000
2006,Married,46,White,5500
2006,Married,56,White,25000
2006,Married,53,White,17500
2006,Divorced,60,White,22500
2006,Married,48,White,25000
2006,Never married,38,Other,25000
2006,Never married,22,White,12500
2006,Married,32,White,25000
2006,Never married,33,White,4500
2006,Married,47,White,25000
2006,Never married,69,White,12500
2006,Never married,27,Black,25000
2006,Never married,34,Other,25000
2006,Married,27,White,22500
2006,Married,46,White,25000
2006,Married,62,Other,25000
2006,Divorced,44,White,25000
2006,Divorced,39,White,25000
2006,Married,44,Black,25000
2006,Divorced,64,Black,12500
2006,Married,51,Black,25000
2006,Married,36,Black,22500
2006,Married,42,Black,25000
2006,Widowed,71,White,25000
2006,Never married,40,Black,17500
2006,Separated,35,Other,12500
2006,Divorced,70,White,25000
2006,Married,47,White,25000
2006,Married,47,Other,12500
2006,Divorced,47,White,25000
2006,Married,64,White,12500
2006,Divorced,54,White,25000
2006,Married,38,White,25000
2006,Divorced,45,White,25000
2006,Married,53,White,25000
2006,Divorced,60,White,22500
2006,Never married,68,White,25000
2006,Married,36,Other,17500
2006,Never married,43,White,25000
2006,Divorced,51,White,25000
2006,Never married,23,White,25000
2006,Never married,38,White,22500
2006,Married,35,White,25000
2006,Divorced,47,White,22500
2006,Separated,47,White,25000
2006,Married,45,White,25000
2006,Widowed,43,White,12500
2006,Married,59,White,25000
2006,Divorced,37,White,25000
2006,Divorced,62,White,17500
2006,Never married,32,Black,25000
2006,Married,50,White,25000
2006,Married,24,White,25000
2006,Married,55,White,25000
2006,Divorced,29,White,17500
2006,Married,46,White,9000
2006,Married,39,Black,25000
2006,Divorced,49,Black,25000
2006,Never married,33,White,25000
2006,Married,42,Other,3500
2006,Separated,43,White,12500
2006,Separated,62,Black,25000
2006,Divorced,58,White,25000
2006,Married,50,White,17500
2006,Married,21,White,22500
2006,Married,81,White,22500
2006,Never married,25,White,3500
2006,Married,61,Other,1000
2006,Divorced,47,White,17500
2006,Married,38,White,22500
2006,Divorced,46,White,25000
2006,Married,45,White,1000
2008,Married,48,Other,25000
2008,Married,47,Black,25000
2008,Divorced,32,Black,17500
2008,Separated,37,Black,25000
2008,Married,62,Black,25000
2008,Never married,40,Black,25000
2008,Never married,26,White,25000
2008,Never married,36,White,25000
2008,Married,37,Other,25000
2008,Divorced,61,White,25000
2008,Separated,32,Black,25000
2008,Never married,42,Other,25000
2008,Separated,41,Black,25000
2008,Never married,45,White,25000
2008,Married,66,White,22500
2008,Never married,37,White,25000
2008,Married,38,Other,25000
2008,Never married,55,White,25000
2008,Married,39,White,22500
2008,Never married,39,White,25000
2008,Married,60,White,25000
2008,Married,34,White,25000
2008,Never married,22,White,3500
2008,Married,42,White,25000
2008,Never married,25,Black,25000
2008,Divorced,50,Black,25000
2008,Never married,24,Black,22500
2008,Never married,27,Black,25000
2008,Married,65,White,25000
2008,Married,43,White,25000
2008,Never married,43,Other,22500
2008,Never married,50,Other,9000
2008,Married,38,White,25000
2008,Married,40,White,25000
2008,Divorced,45,White,17500
2008,Separated,58,White,17500
2008,Widowed,61,White,25000
2008,Never married,35,White,25000
2008,Divorced,39,White,25000
2008,Divorced,50,Black,25000
2008,Never married,19,Black,1000
2008,Married,60,Other,12500
2008,Married,54,White,25000
2008,Married,43,White,25000
2008,Never married,33,White,25000
2008,Married,60,White,25000
2008,Married,57,White,25000
2008,Never married,29,White,25000
2008,Married,48,White,25000
2008,Never married,27,Other,12500
2008,Married,44,White,25000
2008,Divorced,63,White,25000
2008,Married,35,White,25000
2008,Never married,19,White,6500
2008,Never married,21,Other,12500
2008,Married,41,White,25000
2008,Married,66,White,25000
2008,Widowed,60,White,25000
2008,Never married,25,White,5500
2008,Married,34,White,25000
2008,Married,56,White,25000
2008,Divorced,48,White,25000
2008,Married,62,White,25000
2008,Married,52,White,25000
2008,Never married,34,Other,25000
2008,Married,27,White,25000
2008,Separated,58,Other,12500
2008,Never married,24,Other,22500
2008,Never married,20,White,17500
2008,Married,41,White,25000
2008,Never married,24,White,22500
2008,Married,47,White,22500
2008,Married,40,White,25000
2008,Never married,27,White,25000
2008,Married,61,White,25000
2008,Divorced,47,White,25000
2008,Never married,45,White,25000
2008,Never married,27,Other,25000
2008,Never married,18,Black,3500
2008,Married,61,White,3500
2008,Married,36,White,25000
2008,Married,30,Other,25000
2008,Divorced,46,White,25000
2008,Never married,28,Other,25000
2008,Never married,22,White,5500
2008,Divorced,47,White,12500
2008,Never married,20,White,9000
2008,Never married,47,Other,22500
2008,Never married,40,White,12500
2008,Never married,20,White,12500
2008,Married,49,Other,25000
2008,Married,50,White,22500
2008,Never married,24,White,6500
2008,Never married,57,Black,3500
2008,Never married,25,White,25000
2008,Never married,20,Other,6500
2008,Never married,50,White,25000
2008,Never married,46,Black,22500
2008,Never married,26,White,1000
2008,Married,40,White,25000
2008,Married,56,White,25000
2008,Married,37,White,25000
2008,Married,53,White,25000
2008,Never married,51,White,25000
2008,Never married,43,White,25000
2008,Never married,49,White,25000
2008,Married,55,Other,25000
2008,Married,29,White,25000
2008,Never married,59,Other,7500
2008,Married,41,Black,25000
2008,Never married,62,Black,25000
2008,Married,23,Other,17500
2008,Never married,20,Other,5500
2008,Married,57,Black,1000
2008,Never married,29,White,12500
2008,Never married,33,White,25000
2008,Married,37,White,25000
2008,Divorced,59,White,25000
2008,Divorced,53,White,25000
2008,Married,56,White,25000
2008,Married,55,White,25000
2008,Never married,36,Black,12500
2008,Married,40,White,25000
2008,Married,69,White,5500
2008,Married,80,Other,17500
2008,Married,45,White,25000
2008,Divorced,57,White,25000
2008,Married,54,White,25000
2008,Married,63,White,25000
2008,Separated,60,Black,25000
2008,Widowed,87,Black,25000
2008,Married,49,Black,25000
2008,Married,29,White,22500
2008,Married,57,White,25000
2008,Married,37,White,25000
2008,Married,35,White,25000
2008,Divorced,45,White,25000
2008,Married,47,Black,25000
2008,Never married,48,White,25000
2008,Married,42,Other,25000
2008,Married,37,White,25000
2008,Married,39,Other,6500
2008,Married,49,White,22500
2008,Never married,33,Other,25000
2008,Divorced,43,White,25000
2008,Married,47,Other,25000
2008,Married,47,White,25000
2008,Separated,26,White,12500
2008,Married,46,White,22500
2008,Widowed,50,White,25000
2008,Married,41,Other,25000
2008,Never married,19,Other,2000
2008,Divorced,36,White,25000
2008,Never married,28,White,25000
2008,Married,39,Other,25000
2008,Married,44,White,25000
2008,Married,39,White,25000
2008,Married,30,White,25000
2008,Married,46,White,25000
2008,Widowed,,Other,25000
2008,Never married,33,White,25000
2008,Married,61,White,25000
2008,Never married,29,White,12500
2008,Never married,20,Other,7500
2008,Married,53,White,25000
2008,Married,44,White,25000
2008,Never married,30,White,25000
2008,Married,36,Other,25000
2008,Married,33,White,25000
2008,Divorced,47,White,25000
2008,Married,42,White,1000
2008,Never married,32,White,25000
2008,Never married,63,White,25000
2008,Never married,26,Black,6500
2008,Divorced,32,Black,25000
2008,Married,71,Black,25000
2008,Never married,36,Black,5500
2008,Married,57,Black,25000
2008,Never married,24,Black,7500
2008,Separated,42,Black,25000
2008,Married,46,Other,25000
2008,Divorced,43,Black,25000
2008,Married,40,Black,3500
2008,Never married,38,Other,17500
2008,Married,49,White,25000
2008,Never married,38,Other,25000
2008,Never married,23,White,17500
2008,Married,50,White,25000
2008,Married,48,Black,25000
2008,Married,56,Other,25000
2008,Widowed,78,White,17500
2008,Married,51,White,25000
2008,Divorced,52,White,25000
2008,Married,40,Black,2000
2008,Separated,44,Black,22500
2008,Never married,21,Black,7500
2008,Never married,50,White,22500
2008,Married,45,White,12500
2008,Married,52,Black,25000
2008,Married,45,Black,22500
2008,Never married,24,Black,2000
2008,Never married,28,Black,25000
2008,Never married,25,Other,12500
2008,Married,58,White,25000
2008,Married,60,Black,25000
2008,Married,49,Other,25000
2008,Married,47,Black,25000
2008,Separated,31,Black,25000
2008,Married,38,Other,17500
2008,Divorced,44,White,12500
2008,Never married,24,White,17500
2008,Never married,31,Other,22500
2008,Married,40,Black,7500
2008,Never married,43,Black,25000
2008,Divorced,48,White,22500
2008,Never married,50,Black,25000
2008,Married,64,White,12500
2008,Married,43,White,12500
2008,Never married,19,White,6500
2008,Never married,53,White,25000
2008,Divorced,63,White,25000
2008,Widowed,89,Black,7500
2008,Married,28,Black,22500
2008,Never married,25,White,25000
2008,Never married,25,Black,3500
2008,Divorced,45,White,25000
2008,Married,33,White,17500
2008,Divorced,64,White,25000
2008,Married,44,White,22500
2008,Divorced,41,White,22500
2008,Divorced,28,White,25000
2008,Never married,35,White,12500
2008,Married,33,Other,12500
2008,Married,57,White,25000
2008,Married,49,White,25000
2008,Married,33,Black,25000
2008,Married,24,White,9000
2008,Married,28,White,25000
2008,Divorced,56,White,25000
2008,Married,49,White,22500
2008,Never married,38,White,25000
2008,Divorced,44,Black,25000
2008,Never married,20,White,12500
2008,Never married,23,White,12500
2008,Divorced,62,Black,25000
2008,Never married,36,Black,17500
2008,Never married,22,Other,25000
2008,Never married,33,Black,25000
2008,Married,56,Black,25000
2008,Never married,24,White,2000
2008,Married,53,White,25000
2008,Never married,35,White,25000
2008,Never married,29,White,25000
2008,Never married,30,White,25000
2008,Divorced,57,White,25000
2008,Married,62,White,25000
2008,Widowed,80,White,7500
2008,Never married,21,Black,1000
2008,Separated,46,White,12500
2008,Married,40,Other,12500
2008,Never married,20,Other,3500
2008,Married,60,White,25000
2008,Never married,19,Other,3500
2008,Married,39,Other,25000
2008,Married,31,White,25000
2008,Married,44,White,25000
2008,Married,36,White,25000
2008,Married,31,White,25000
2008,Married,51,White,25000
2008,Divorced,37,White,25000
2008,Never married,23,White,4500
2008,Married,56,White,25000
2008,Married,56,White,25000
2008,Married,31,White,25000
2008,Never married,29,White,25000
2008,Divorced,52,White,7500
2008,Married,64,Other,12500
2008,Divorced,60,White,25000
2008,Never married,38,Other,3500
2008,Never married,33,Other,22500
2008,Married,54,White,25000
2008,Divorced,40,Other,25000
2008,Separated,23,Black,2000
2008,Separated,31,Black,22500
2008,Married,50,White,17500
2008,Married,28,Black,25000
2008,Married,39,White,25000
2008,Married,65,White,25000
2008,Never married,29,White,25000
2008,Never married,42,Other,17500
2008,Married,42,White,25000
2008,Never married,20,White,4500
2008,Married,42,Other,25000
2008,Married,62,White,25000
2008,Married,47,White,25000
2008,Divorced,46,White,25000
2008,Married,46,White,25000
2008,Never married,31,Other,25000
2008,Divorced,57,White,12500
2008,Divorced,57,White,25000
2008,Divorced,38,White,25000
2008,Married,45,White,25000
2008,Married,48,White,3500
2008,Married,54,White,12500
2008,Married,45,White,25000
2008,Divorced,37,Other,25000
2008,Married,35,Other,1000
2008,Married,54,White,25000
2008,Never married,23,Black,5500
2008,Never married,22,Black,4500
2008,Married,27,Black,25000
2008,Married,19,White,12500
2008,Married,51,White,25000
2008,Married,51,White,25000
2008,Married,25,White,22500
2008,Never married,29,White,22500
2008,Married,53,White,22500
2008,Never married,26,White,22500
2008,Married,62,White,25000
2008,Married,30,White,3500
2008,Never married,19,Black,2000
2008,Never married,19,White,2000
2008,Never married,32,Other,17500
2008,Widowed,63,White,25000
2008,Divorced,49,Black,25000
2008,Divorced,33,White,25000
2008,Married,50,Other,12500
2008,Married,56,White,17500
2008,Never married,65,White,1000
2008,Married,58,White,25000
2008,Never married,26,Other,25000
2008,Never married,20,White,2000
2008,Never married,23,Other,25000
2008,Never married,29,White,25000
2008,Divorced,37,White,22500
2008,Married,61,White,25000
2008,Never married,36,White,17500
2008,Separated,53,Black,25000
2008,Married,64,Black,17500
2008,Married,28,White,25000
2008,Married,64,White,25000
2008,Married,52,White,25000
2008,Divorced,44,White,25000
2008,Never married,26,White,25000
2008,Never married,20,Black,22500
2008,Married,33,Black,22500
2008,Never married,23,White,2000
2008,Married,70,White,9000
2008,Divorced,36,White,25000
2008,Never married,25,White,2000
2008,Never married,61,White,25000
2008,Married,35,White,25000
2008,Married,35,White,25000
2008,Married,47,White,12500
2008,Never married,51,White,25000
2008,Divorced,69,White,12500
2008,Never married,53,White,25000
2008,Married,67,White,25000
2008,Married,50,White,25000
2008,Married,53,White,25000
2008,Married,46,White,25000
2008,Never married,23,White,25000
2008,Widowed,75,White,12500
2008,Married,34,Other,12500
2008,Married,61,White,22500
2008,Married,47,White,12500
2008,Married,41,White,25000
2008,Widowed,59,White,3500
2008,Married,34,White,22500
2008,Separated,71,White,4500
2008,Married,56,White,25000
2008,Married,44,White,25000
2008,Divorced,56,White,25000
2008,Married,27,White,1000
2008,Married,48,White,25000
2008,Separated,41,Black,25000
2008,Married,41,White,22500
2008,Married,59,White,25000
2008,Never married,52,White,25000
2008,Divorced,69,White,25000
2008,Married,56,White,25000
2008,Married,61,White,25000
2008,Married,59,White,22500
2008,Married,42,Other,1000
2008,Married,56,White,25000
2008,Married,47,White,4500
2008,Married,56,White,25000
2008,Divorced,41,White,25000
2008,Married,36,White,9000
2008,Married,51,White,25000
2008,Never married,28,White,17500
2008,Married,58,White,25000
2008,Widowed,76,White,12500
2008,Married,54,Black,25000
2008,Never married,19,Black,2000
2008,Married,22,White,25000
2008,Never married,23,White,12500
2008,Divorced,69,White,9000
2008,Married,34,White,22500
2008,Divorced,46,Black,25000
2008,Married,32,White,12500
2008,Divorced,63,White,25000
2008,Married,55,White,25000
2008,Married,35,White,25000
2008,Married,41,White,25000
2008,Never married,31,White,25000
2008,Never married,28,Other,25000
2008,Never married,32,Black,3500
2008,Married,31,White,17500
2008,Never married,24,White,17500
2008,Never married,34,Black,25000
2008,Married,45,Black,22500
2008,Married,29,White,5500
2008,Never married,26,White,12500
2008,Never married,28,Other,25000
2008,Never married,23,Black,25000
2008,Married,45,Other,25000
2008,Married,48,White,25000
2008,Married,43,Other,25000
2008,Never married,23,White,25000
2008,Never married,34,Other,25000
2008,Never married,43,White,25000
2008,Never married,43,White,25000
2008,Married,45,White,25000
2008,Married,52,White,25000
2008,Married,40,White,25000
2008,Married,44,White,25000
2008,Widowed,48,White,25000
2008,Never married,54,White,25000
2008,Never married,56,Black,3500
2008,Never married,50,White,1000
2008,Divorced,44,White,25000
2008,Never married,22,White,2000
2008,Married,38,White,25000
2008,Divorced,33,Black,25000
2008,Married,56,White,25000
2008,Married,47,White,22500
2008,Divorced,74,White,7500
2008,Never married,25,White,25000
2008,Married,50,White,25000
2008,Never married,48,White,25000
2008,Divorced,51,White,25000
2008,Married,44,White,1000
2008,Married,43,White,25000
2008,Married,27,White,25000
2008,Never married,41,White,22500
2008,Divorced,48,White,25000
2008,Separated,30,White,25000
2008,Never married,65,White,12500
2008,Married,48,White,25000
2008,Married,52,White,25000
2008,Never married,45,White,25000
2008,Married,32,White,25000
2008,Never married,28,White,25000
2008,Divorced,64,White,25000
2008,Married,44,White,25000
2008,Married,62,White,25000
2008,Never married,26,Black,3500
2008,Never married,31,Black,9000
2008,Married,26,Black,17500
2008,Never married,36,White,22500
2008,Married,27,White,12500
2008,Married,39,White,25000
2008,Never married,62,White,25000
2008,Married,37,Black,25000
2008,Separated,53,Black,25000
2008,Divorced,45,White,25000
2008,Never married,47,White,25000
2008,Married,48,White,25000
2008,Separated,44,White,25000
2008,Married,52,White,17500
2008,Married,46,White,25000
2008,Never married,56,White,25000
2008,Never married,19,White,12500
2008,Divorced,65,White,25000
2008,Married,52,White,25000
2008,Married,53,White,12500
2008,Never married,31,Black,12500
2008,Never married,21,White,1000
2008,Never married,43,White,25000
2008,Never married,50,White,25000
2008,Never married,59,White,25000
2008,Never married,27,White,25000
2008,Never married,32,White,17500
2008,Married,35,White,9000
2008,Married,33,White,25000
2008,Married,46,White,22500
2008,Never married,55,White,25000
2008,Married,35,White,25000
2008,Married,40,White,25000
2008,Married,50,White,12500
2008,Married,60,White,25000
2008,Never married,20,Black,2000
2008,Never married,25,White,25000
2008,Divorced,54,Other,25000
2008,Married,60,White,22500
2008,Never married,31,Other,17500
2008,Married,63,White,25000
2008,Divorced,48,White,12500
2008,Never married,38,White,17500
2008,Never married,25,Black,17500
2008,Married,24,White,25000
2008,Never married,60,White,25000
2008,Married,39,White,12500
2008,Divorced,48,Black,9000
2008,Married,60,White,22500
2008,Separated,50,Black,12500
2008,Widowed,67,White,25000
2008,Never married,21,White,12500
2008,Married,31,White,25000
2008,Married,40,White,25000
2008,Never married,54,White,25000
2008,Married,26,White,25000
2008,Married,39,White,25000
2008,Married,51,White,25000
2008,Divorced,38,White,22500
2008,Married,51,White,25000
2008,Married,40,Other,25000
2008,Married,26,White,6500
2008,Divorced,61,White,25000
2008,Separated,25,White,5500
2008,Married,54,White,25000
2008,Married,43,White,2000
2008,Divorced,52,White,12500
2008,Married,40,White,17500
2008,Never married,20,White,3500
2008,Never married,23,Other,12500
2008,Separated,38,White,12500
2008,Never married,19,White,2000
2008,Never married,31,White,17500
2008,Never married,51,White,25000
2008,Married,64,Black,12500
2008,Married,56,White,25000
2008,Married,32,White,12500
2008,Married,26,White,12500
2008,Divorced,67,White,5500
2008,Divorced,50,White,22500
